# SCM estimates of absolute mRNA and protein levels, scaled to (average) molecules per haploid cell, for haploid budding yeast (S.cerevisiae) growing exponentially in rich medium with glucose 
#
# Generated Tue Apr 07 00:00:36 2015 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna = Messenger RNA level
# prot = Protein level
# sd.mrna = Standard deviation on estimates of log-transformed mRNA levels (mRNA lower bound = exp(log(mrna)-sd.mrna)), mRNA upper bound = exp(log(mrna)+sd.mrna)))
# sd.prot = Standard deviation on estimates of log-transformed protein levels (protein lower bound = exp(log(prot)-sd.prot)), protein upper bound = exp(log(prot)+sd.prot)))
# n.mrna = Number of mRNA-level measurements
# n.prot = Number of protein-level measurements
orf	gene	mrna	prot	sd.mrna	sd.prot	n.mrna	n.prot
YNL139C	THO2	2.4762	1052.754	0.248	0.239	9	7
YNL141W	AAH1	10.3854	10787.215	0.270	0.199	13	6
YNL142W	MEP2	1.7363	255.896	0.263	0.353	12	2
YNL144C		1.1318	89.176	0.278	0.442	12	0
YNL145W	MFA2	14.2380	1783.444	0.252	0.331	12	0
YNL146C-A		0.3222	18.883	0.360	0.424	3	0
YNL146W		1.1941	323.893	0.283	0.280	9	1
YNL147W	LSM7	5.9193	4905.636	0.262	0.239	10	5
YNL148C	ALF1	2.0308	662.714	0.206	0.242	11	3
YNL149C	PGA2	9.0201	4720.926	0.261	0.260	12	5
YNL151C	RPC31	6.1200	1426.661	0.263	0.345	13	4
YNL152W	INN1	2.2591	386.747	0.244	0.354	11	1
YNL153C	GIM3	8.8383	8665.684	0.263	0.246	11	7
YNL154C	YCK2	10.6254	6104.277	0.244	0.258	13	8
YNL155W	CUZ1	5.7594	2577.929	0.225	0.221	12	5
YNL156C	NSG2	5.3309	1841.694	0.222	0.189	12	4
YNL157W	IGO1	8.3294	3309.328	0.262	0.265	13	6
YNL158W	PGA1	3.1824	2129.986	0.261	0.241	12	3
YNL159C	ASI2	2.2184	238.250	0.286	0.376	13	0
YNL160W	YGP1	11.5910	4214.928	0.231	0.314	13	6
YNL161W	CBK1	3.0056	697.434	0.237	0.277	11	5
YNL162W	RPL42A	27.8257	27446.104	0.265	0.238	11	3
YNL162W-A		0.9924	170.019	0.331	0.384	6	1
YNL163C	RIA1	4.1247	3326.635	0.249	0.220	12	6
YNL164C	IBD2	2.4306	468.412	0.240	0.341	12	2
YNL165W		2.4802	320.967	0.259	0.403	13	1
YNL166C	BNI5	4.1625	2732.143	0.255	0.297	10	5
YNL167C	SKO1	2.6412	528.830	0.271	0.291	12	4
YNL168C	FMP41	6.3285	2173.715	0.245	0.206	13	7
YNL169C	PSD1	3.6030	958.653	0.272	0.265	11	3
YNL172W	APC1	1.6488	273.698	0.269	0.283	10	4
YNL173C	MDG1	3.2412	1872.342	0.239	0.227	11	7
YNL175C	NOP13	5.4991	3983.599	0.268	0.249	12	7
YNL176C	TDA7	2.1248	246.936	0.275	0.396	11	0
YNL177C	MRPL22	4.5119	1602.659	0.235	0.262	13	7
YNL178W	RPS3	50.6590	85412.159	0.246	0.306	11	9
YNL180C	RHO5	5.4895	2083.344	0.250	0.253	11	4
YNL181W		4.1049	2725.701	0.226	0.222	10	5
YNL182C	IPI3	2.6153	637.126	0.268	0.341	10	3
YNL183C	NPR1	2.4298	948.333	0.222	0.214	12	6
YNL185C	MRPL19	3.3173	2340.319	0.252	0.187	11	6
YNL186W	UBP10	5.8998	3400.501	0.266	0.251	10	5
YNL187W	SWT21	1.0206	98.811	0.273	0.370	11	0
YNL188W	KAR1	2.2083	237.568	0.271	0.373	11	0
YNL189W	SRP1	8.4387	3315.232	0.253	0.287	13	6
YNL190W		17.5133	5807.768	0.267	0.220	11	2
YNL191W	DUG3	4.0471	2459.799	0.283	0.233	12	5
YNL192W	CHS1	4.4555	1035.797	0.317	0.365	13	3
YNL193W		1.9313	364.009	0.258	0.356	12	3
YNL194C		0.6102	74.203	0.260	0.401	10	2
YNL195C		0.5589	74.831	0.270	0.378	10	1
YNL196C	SLZ1	0.2726	15.423	0.327	0.465	7	0
YNL197C	WHI3	5.4291	4260.970	0.288	0.233	11	7
YNL199C	GCR2	3.0780	690.238	0.269	0.365	13	3
YNL200C		3.2495	1157.840	0.268	0.305	12	6
YNL201C	PSY2	2.6815	1416.399	0.249	0.213	11	6
YNL202W	SPS19	1.6262	225.064	0.291	0.404	12	2
YNL204C	SPS18	0.7191	82.522	0.324	0.453	9	1
YNL206C	RTT106	3.6617	2078.294	0.249	0.266	11	4
YNL207W	RIO2	5.5650	4871.551	0.251	0.251	11	6
YNL208W		13.0858	3870.859	0.259	0.329	12	4
YNL209W	SSB2	39.5777	96981.964	0.238	0.229	12	10
YNL210W	MER1	0.4420	27.292	0.287	0.409	10	0
YNL211C		1.9961	278.859	0.268	0.329	11	1
YNL212W	VID27	4.6654	2890.360	0.248	0.238	11	5
YNL213C	RRG9	2.8264	624.134	0.275	0.307	11	2
YNL214W	PEX17	1.3797	300.804	0.257	0.301	11	2
YNL215W	IES2	3.4032	1234.803	0.237	0.231	11	5
YNL216W	RAP1	4.7141	3481.308	0.288	0.228	11	8
YNL217W		5.9534	1042.486	0.270	0.337	13	2
YNL218W	MGS1	1.3553	390.014	0.268	0.303	11	4
YNL219C	ALG9	6.6076	3135.920	0.245	0.237	13	4
YNL220W	ADE12	14.7731	23035.600	0.254	0.276	13	8
YNL221C	POP1	3.3960	844.000	0.279	0.298	10	5
YNL222W	SSU72	2.5315	502.106	0.275	0.321	11	4
YNL223W	ATG4	1.6070	519.489	0.291	0.300	10	2
YNL224C	SQS1	2.0732	938.954	0.253	0.199	11	6
YNL225C	CNM67	1.4573	286.330	0.280	0.409	9	2
YNL227C	JJJ1	2.3499	880.815	0.261	0.282	11	4
YNL229C	URE2	5.6082	3768.023	0.255	0.230	12	4
YNL230C	ELA1	1.2561	240.873	0.257	0.319	11	1
YNL231C	PDR16	10.5863	13186.492	0.255	0.226	12	8
YNL232W	CSL4	5.0202	3295.637	0.270	0.229	11	5
YNL233W	BNI4	1.5134	260.460	0.258	0.401	8	2
YNL234W		1.6679	282.381	0.254	0.306	11	3
YNL236W	SIN4	2.2680	860.886	0.262	0.200	8	4
YNL237W	YTP1	1.0121	102.002	0.280	0.413	10	0
YNL238W	KEX2	3.9761	2068.801	0.275	0.273	12	4
YNL239W	LAP3	4.6709	2070.247	0.246	0.231	12	8
YNL240C	NAR1	2.8471	504.790	0.249	0.342	12	3
YNL241C	ZWF1	8.7091	12311.882	0.266	0.212	12	10
YNL242W	ATG2	1.4497	367.698	0.271	0.300	10	6
YNL243W	SLA2	8.2791	9978.624	0.272	0.226	12	8
YNL244C	SUI1	21.3183	8640.425	0.278	0.386	13	6
YNL245C	CWC25	1.8393	861.016	0.252	0.216	7	5
YNL246W	VPS75	4.5165	1730.406	0.276	0.197	12	3
YNL247W		11.5647	12933.341	0.257	0.234	12	8
YNL248C	RPA49	8.4743	5634.580	0.285	0.246	12	4
YNL249C	MPA43	1.7394	451.573	0.258	0.289	11	3
YNL250W	RAD50	1.0806	361.885	0.297	0.329	8	3
YNL251C	NRD1	7.5344	8416.841	0.260	0.263	11	8
YNL252C	MRPL17	3.4081	1693.933	0.256	0.299	11	3
YNL253W	TEX1	1.7032	313.498	0.250	0.357	11	2
YNL254C	RTC4	1.8676	501.118	0.276	0.291	11	2
YNL255C	GIS2	20.2740	34282.978	0.258	0.226	12	6
YNL256W	FOL1	3.6693	1629.121	0.272	0.260	11	4
YNL257C	SIP3	1.7758	327.769	0.275	0.353	11	4
YNL258C	DSL1	3.3100	2244.501	0.256	0.224	11	6
YNL259C	ATX1	6.7938	2043.674	0.270	0.257	13	5
YNL260C	LTO1	1.4016	252.570	0.295	0.338	11	1
YNL261W	ORC5	3.2191	738.359	0.231	0.295	12	4
YNL262W	POL2	3.0603	1397.469	0.267	0.225	11	4
YNL263C	YIF1	5.3704	1044.202	0.246	0.379	12	2
YNL264C	PDR17	3.4695	1436.365	0.253	0.225	11	6
YNL265C	IST1	3.1765	2042.404	0.243	0.245	11	5
YNL267W	PIK1	2.4043	804.435	0.269	0.314	10	4
YNL268W	LYP1	8.6784	6278.852	0.254	0.239	12	5
YNL269W	BSC4	0.1233	5.029	0.343	0.432	5	0
YNL270C	ALP1	0.4321	29.612	0.318	0.432	8	0
YNL271C	BNI1	3.8246	912.358	0.240	0.233	12	7
YNL272C	SEC2	3.8788	2832.252	0.224	0.237	12	5
YNL273W	TOF1	1.7425	500.324	0.259	0.319	11	4
YNL274C	GOR1	3.1342	1421.700	0.249	0.265	12	7
YNL275W	BOR1	1.6871	431.352	0.260	0.265	11	2
YNL277W	MET2	2.3169	695.284	0.256	0.281	10	3
YNL277W-A		0.1540	7.631	0.356	0.460	2	0
YNL278W	CAF120	2.4477	949.803	0.273	0.250	10	6
YNL279W	PRM1	1.0351	102.264	0.329	0.443	9	0
YNL280C	ERG24	7.4853	5177.117	0.238	0.208	12	5
YNL281W	HCH1	10.6089	10789.087	0.286	0.252	12	8
YNL282W	POP3	2.3054	1443.441	0.262	0.239	11	4
YNL283C	WSC2	8.5095	2573.152	0.243	0.261	13	2
YNL284C	MRPL10	4.4361	3089.652	0.251	0.240	11	4
YNL284C-A		NA	NA	NA	NA	0	0
YNL284C-B		0.1020	3.642	0.416	0.552	1	0
YNL286W	CUS2	2.3796	720.181	0.246	0.261	11	3
YNL287W	SEC21	14.2943	24786.401	0.278	0.228	13	9
YNL288W	CAF40	6.3956	5218.524	0.251	0.219	12	5
YNL289W	PCL1	2.8145	614.318	0.278	0.339	10	2
YNL290W	RFC3	4.6661	2706.953	0.259	0.233	12	7
YNL291C	MID1	3.4053	879.697	0.242	0.293	13	2
YNL292W	PUS4	3.7148	1761.619	0.241	0.294	10	6
YNL293W	MSB3	1.4593	242.193	0.299	0.336	11	3
YNL294C	RIM21	2.8820	443.512	0.261	0.384	13	1
YNL295W		2.1117	393.326	0.310	0.307	11	2
YNL297C	MON2	3.1587	1631.219	0.250	0.206	11	7
YNL298W	CLA4	3.5293	1205.235	0.271	0.290	12	5
YNL299W	TRF5	1.9434	572.837	0.225	0.277	11	2
YNL300W	TOS6	12.5575	6914.047	0.249	0.225	12	2
YNL301C	RPL18B	21.7099	29923.028	0.249	0.235	11	4
YNL302C	RPS19B	55.2601	40278.021	0.241	0.238	11	5
YNL304W	YPT11	1.2342	405.871	0.283	0.310	9	2
YNL305C	BXI1	3.8247	559.460	0.262	0.320	12	1
YNL306W	MRPS18	6.2801	2405.524	0.255	0.278	12	3
YNL307C	MCK1	9.8207	4425.302	0.264	0.211	13	7
YNL308C	KRI1	11.4215	14922.692	0.252	0.245	12	7
YNL309W	STB1	1.9885	633.501	0.286	0.240	10	5
YNL310C	ZIM17	3.4693	1894.074	0.275	0.233	11	5
YNL311C	SKP2	1.7261	334.554	0.271	0.292	10	2
YNL312W	RFA2	5.9088	2577.042	0.234	0.287	12	5
YNL313C	EMW1	4.6931	4565.466	0.281	0.249	10	7
YNL314W	DAL82	1.0667	99.076	0.278	0.411	10	0
YNL315C	ATP11	5.5020	2290.002	0.226	0.225	12	6
YNL316C	PHA2	2.5411	814.400	0.234	0.271	10	3
YNL317W	PFS2	2.6653	1203.738	0.243	0.241	9	4
YNL318C	HXT14	0.1936	9.147	0.317	0.462	6	0
YNL320W		2.6085	424.936	0.271	0.302	12	2
YNL321W	VNX1	2.1159	396.295	0.284	0.299	10	3
YNL322C	KRE1	10.4866	4502.821	0.236	0.221	12	2
YNL323W	LEM3	4.7663	3216.238	0.232	0.246	13	5
YNL325C	FIG4	1.3470	204.130	0.236	0.357	11	2
YNL326C	PFA3	2.2975	807.556	0.248	0.240	11	3
YNL327W	EGT2	16.0268	8838.513	0.286	0.272	13	3
YNL328C	MDJ2	1.3205	517.048	0.251	0.222	9	4
YNL329C	PEX6	2.0035	601.875	0.278	0.343	11	3
YNL330C	RPD3	4.1933	2495.097	0.249	0.200	12	7
YNL331C	AAD14	0.9102	83.288	0.325	0.464	8	0
YNL332W	THI12	0.3929	31.116	0.306	0.422	9	0
YNL333W	SNZ2	1.2591	120.312	0.296	0.383	9	0
YNL334C	SNO2	0.7727	72.850	0.322	0.488	9	1
YNL335W	DDI3	0.2083	12.455	0.352	0.441	5	0
YNL336W	COS1	3.5284	1525.070	0.278	0.229	10	2
YNL339C	YRF1-6	2.0365	316.026	0.307	0.368	6	1
YNR001C	CIT1	8.0595	5454.993	0.259	0.222	12	7
YNR002C	ATO2	0.8527	83.674	0.280	0.433	12	0
YNR003C	RPC34	2.9271	592.261	0.285	0.358	11	3
YNR004W	SWM2	1.1242	304.936	0.267	0.309	9	1
YNR006W	VPS27	2.8337	846.936	0.240	0.210	12	5
YNR007C	ATG3	1.9403	895.821	0.247	0.245	13	4
YNR008W	LRO1	1.7319	339.234	0.297	0.372	10	3
YNR009W	NRM1	3.1982	888.083	0.259	0.295	11	2
YNR010W	CSE2	2.1582	729.459	0.289	0.305	11	4
YNR011C	PRP2	1.8534	281.182	0.230	0.337	11	3
YNR012W	URK1	2.8955	608.516	0.311	0.320	10	2
YNR013C	PHO91	6.3837	3751.781	0.261	0.268	11	6
YNR014W		3.1275	1398.485	0.220	0.240	12	2
YNR015W	SMM1	3.8098	1855.667	0.233	0.249	11	5
YNR016C	ACC1	16.8496	24384.702	0.236	0.254	13	8
YNR017W	TIM23	9.9358	4084.885	0.251	0.232	13	5
YNR018W	RCF2	9.1640	4198.652	0.236	0.227	13	5
YNR019W	ARE2	2.5828	799.827	0.224	0.248	12	4
YNR020C	ATP23	2.3191	383.039	0.254	0.355	11	2
YNR021W		10.6082	14480.072	0.235	0.225	13	6
YNR022C	MRPL50	5.0113	2031.879	0.262	0.233	11	3
YNR023W	SNF12	1.9009	428.037	0.278	0.365	11	2
YNR024W	MPP6	3.0858	969.805	0.240	0.229	9	4
YNR026C	SEC12	4.1079	2555.826	0.250	0.247	11	6
YNR027W	BUD17	3.2591	1458.165	0.275	0.257	11	4
YNR028W	CPR8	4.4525	1730.678	0.231	0.256	12	4
YNR029C		4.9320	1764.702	0.240	0.228	11	5
YNR030W	ALG12	6.0293	3072.018	0.276	0.247	13	5
YNR031C	SSK2	2.4078	482.942	0.252	0.268	10	5
YNR032C-A	HUB1	2.6815	604.579	0.298	0.371	7	3
YNR032W	PPG1	2.7072	845.963	0.249	0.237	12	4
YNR033W	ABZ1	2.5343	1181.796	0.289	0.263	9	6
YNR034W	SOL1	2.9294	2184.346	0.251	0.227	12	8
YNR034W-A		1.6145	1183.614	0.296	0.213	4	6
YNR035C	ARC35	10.3199	15580.003	0.223	0.198	12	8
YNR036C	MRPS12	6.4510	812.255	0.263	0.310	13	3
YNR037C	RSM19	4.0232	913.794	0.299	0.398	11	2
YNR038W	DBP6	4.0106	4092.949	0.274	0.248	10	6
YNR039C	ZRG17	3.2407	891.522	0.267	0.253	12	3
YNR040W		2.3822	583.475	0.300	0.318	10	3
YNR041C	COQ2	2.9914	527.054	0.286	0.383	11	1
YNR043W	MVD1	12.4285	13014.236	0.249	0.233	13	9
YNR044W	AGA1	6.3717	1303.490	0.243	0.238	13	1
YNR045W	PET494	1.2276	237.913	0.287	0.306	11	2
YNR046W	TRM112	10.5229	8514.529	0.236	0.221	13	7
YNR047W	FPK1	2.9832	1196.041	0.242	0.232	12	5
YNR048W		2.6442	1364.258	0.236	0.232	11	4
YNR049C	MSO1	2.4893	772.280	0.260	0.270	11	4
YNR050C	LYS9	14.0990	27500.878	0.211	0.185	13	11
YNR051C	BRE5	6.5996	7168.268	0.253	0.266	12	7
YNR052C	POP2	6.0563	2758.744	0.244	0.227	13	4
YNR053C	NOG2	12.3241	18604.501	0.267	0.216	12	7
YNR054C	ESF2	4.9682	3801.990	0.272	0.231	11	6
YNR055C	HOL1	4.7815	1287.161	0.257	0.280	13	2
YNR056C	BIO5	0.6507	58.077	0.285	0.436	10	0
YNR057C	BIO4	1.1504	108.133	0.296	0.371	11	0
YNR058W	BIO3	1.2401	121.625	0.282	0.361	11	0
YNR059W	MNT4	1.6099	188.153	0.279	0.387	11	0
YNR060W	FRE4	0.6891	64.274	0.305	0.439	10	0
YNR061C		3.6268	555.755	0.283	0.301	11	2
YNR062C		0.7615	75.222	0.306	0.381	9	1
YNR063W		0.5287	43.732	0.311	0.442	9	0
YNR064C		0.5983	46.886	0.314	0.457	9	0
YNR065C		1.4642	217.354	0.265	0.389	12	2
YNR066C		0.5877	60.080	0.304	0.374	7	1
YNR067C	DSE4	5.5160	791.640	0.228	0.236	13	6
YNR068C		0.9576	79.705	0.273	0.429	11	0
YNR069C	BSC5	0.6611	48.864	0.254	0.375	10	0
YNR070W	PDR18	0.4708	55.268	0.328	0.413	7	2
YNR071C		0.5737	40.014	0.315	0.479	11	0
YNR072W	HXT17	0.3810	26.986	0.319	0.462	7	0
YNR073C		0.7437	65.598	0.296	0.425	10	0
YNR074C	AIF1	2.9464	960.303	0.279	0.267	12	2
YNR075C-A		0.2001	10.221	0.378	0.479	3	0
YNR075W	COS10	1.0341	277.322	0.251	0.286	9	2
YNR076W	PAU6	0.7509	68.322	0.264	0.368	8	0
YNR077C		0.1644	8.499	0.343	0.477	4	0
YOL001W	PHO80	1.9081	264.804	0.246	0.322	12	1
YOL002C	IZH2	4.6884	707.482	0.283	0.345	12	2
YOL003C	PFA4	2.0268	301.607	0.257	0.359	11	1
YOL004W	SIN3	4.7311	1448.847	0.272	0.253	11	7
YOL005C	RPB11	9.0306	7469.262	0.253	0.239	12	6
YOL006C	TOP1	4.1578	1663.706	0.219	0.214	12	6
YOL007C	CSI2	4.6829	1980.910	0.261	0.247	11	1
YOL008W	COQ10	1.7540	269.182	0.280	0.365	12	1
YOL009C	MDM12	2.3622	502.949	0.231	0.290	13	2
YOL010W	RCL1	6.8305	5180.392	0.266	0.239	13	5
YOL011W	PLB3	2.9444	791.892	0.283	0.247	11	2
YOL012C	HTZ1	8.5871	6100.419	0.206	0.228	12	7
YOL013C	HRD1	2.5505	827.374	0.239	0.298	12	3
YOL013W-A		1.0850	109.488	0.328	0.412	7	0
YOL014W		1.9301	243.942	0.295	0.415	10	0
YOL015W	IRC10	0.8023	89.558	0.291	0.390	11	1
YOL016C	CMK2	6.5039	4113.791	0.233	0.230	13	5
YOL017W	ESC8	0.9940	167.368	0.275	0.293	9	1
YOL018C	TLG2	2.1567	436.492	0.263	0.362	10	2
YOL019W		4.3953	1634.287	0.253	0.244	12	3
YOL019W-A		0.0436	1.185	0.471	0.549	1	0
YOL020W	TAT2	5.0336	2717.035	0.246	0.219	12	3
YOL021C	DIS3	4.9441	2344.065	0.230	0.208	13	7
YOL022C	TSR4	4.4586	1142.930	0.274	0.252	12	8
YOL023W	IFM1	1.3432	403.615	0.254	0.287	10	3
YOL024W		0.4550	36.140	0.257	0.405	9	0
YOL025W	LAG2	1.5148	255.939	0.281	0.303	12	4
YOL026C	MIM1	3.8445	640.555	0.306	0.400	12	1
YOL027C	MDM38	6.7174	5354.816	0.231	0.249	12	6
YOL028C	YAP7	1.8731	565.210	0.272	0.299	11	2
YOL029C		2.0213	232.409	0.274	0.376	11	0
YOL030W	GAS5	11.3701	5067.455	0.259	0.241	13	8
YOL031C	SIL1	3.4258	1306.429	0.256	0.242	10	5
YOL032W	OPI10	2.2310	849.326	0.260	0.254	12	4
YOL033W	MSE1	1.8447	638.049	0.253	0.299	11	2
YOL034W	SMC5	1.4416	431.571	0.269	0.310	10	4
YOL036W		2.6855	320.009	0.282	0.372	10	0
YOL038C-A		0.3463	22.429	0.344	0.428	4	0
YOL038W	PRE6	17.6192	17641.038	0.214	0.208	13	8
YOL039W	RPP2A	40.0811	22974.756	0.247	0.225	12	9
YOL040C	RPS15	72.6921	45481.322	0.247	0.349	11	7
YOL041C	NOP12	9.7656	7327.387	0.228	0.217	11	8
YOL042W	NGL1	2.9132	868.571	0.250	0.299	12	3
YOL043C	NTG2	1.9616	214.660	0.289	0.335	11	1
YOL044W	PEX15	2.3953	629.800	0.259	0.320	10	2
YOL045W	PSK2	2.3210	1028.313	0.239	0.247	11	6
YOL047C	LDS2	0.5592	72.347	0.282	0.337	8	1
YOL048C	RRT8	1.4553	149.532	0.293	0.370	10	0
YOL049W	GSH2	8.0780	3134.060	0.265	0.287	13	6
YOL051W	GAL11	3.8723	1142.861	0.266	0.259	11	6
YOL052C	SPE2	6.7700	6220.361	0.257	0.236	12	5
YOL052C-A	DDR2	1.0624	225.241	0.271	0.341	6	1
YOL053W	AIM39	2.1177	301.848	0.278	0.346	12	1
YOL054W	PSH1	2.6451	1109.276	0.247	0.295	11	2
YOL055C	THI20	1.5096	308.766	0.314	0.265	12	5
YOL056W	GPM3	4.1843	3274.097	0.249	0.249	12	6
YOL057W		4.9654	2844.625	0.277	0.232	11	6
YOL058W	ARG1	7.7009	2916.244	0.239	0.214	13	8
YOL059W	GPD2	11.5407	13705.728	0.251	0.242	13	8
YOL060C	MAM3	4.8689	2409.399	0.244	0.262	13	5
YOL061W	PRS5	9.3621	6554.420	0.266	0.237	11	9
YOL062C	APM4	3.8200	1372.219	0.272	0.301	12	3
YOL063C	CRT10	2.0499	245.936	0.271	0.305	12	2
YOL064C	MET22	7.1655	5602.554	0.263	0.242	12	7
YOL065C	INP54	2.0187	500.415	0.246	0.303	12	4
YOL066C	RIB2	2.2599	947.370	0.234	0.263	11	7
YOL067C	RTG1	2.2695	2054.569	0.270	0.221	11	3
YOL068C	HST1	4.9478	994.135	0.256	0.300	12	4
YOL069W	NUF2	1.7237	824.605	0.283	0.220	8	5
YOL070C	NBA1	4.1851	2049.280	0.261	0.220	12	6
YOL071W	SDH5	2.6170	714.817	0.281	0.277	12	3
YOL072W	THP1	2.0043	447.937	0.279	0.301	10	1
YOL073C	DSC2	2.8872	376.835	0.292	0.372	13	0
YOL075C		1.0844	128.905	0.310	0.407	10	2
YOL076W	MDM20	3.9524	4169.472	0.258	0.233	11	6
YOL077C	BRX1	11.5416	10024.524	0.226	0.227	12	6
YOL077W-A	ATP19	2.6115	1494.567	0.265	0.244	6	4
YOL078W	AVO1	1.4580	351.582	0.248	0.307	11	4
YOL080C	REX4	2.8340	1279.505	0.254	0.236	11	6
YOL081W	IRA2	3.2405	966.067	0.251	0.258	12	5
YOL082W	ATG19	4.1432	966.488	0.274	0.269	13	3
YOL083W	ATG34	1.0729	95.568	0.267	0.428	12	0
YOL084W	PHM7	0.3897	42.237	0.294	0.415	8	3
YOL086C	ADH1	84.3351	137917.460	0.245	0.338	11	8
YOL086W-A	MHF1	0.7172	98.256	0.283	0.368	4	1
YOL087C	DUF1	3.0917	942.028	0.211	0.227	12	5
YOL088C	MPD2	3.3425	1632.679	0.274	0.240	11	5
YOL089C	HAL9	1.3064	226.674	0.286	0.346	10	3
YOL090W	MSH2	3.3060	1522.228	0.283	0.217	11	5
YOL091W	SPO21	0.4831	40.204	0.297	0.426	7	0
YOL092W	YPQ1	10.5387	5873.963	0.275	0.222	13	3
YOL093W	TRM10	3.8133	1842.384	0.254	0.208	12	6
YOL094C	RFC4	3.6455	1973.611	0.272	0.223	12	6
YOL095C	HMI1	1.0950	154.817	0.270	0.414	11	2
YOL096C	COQ3	1.7980	293.743	0.259	0.342	13	3
YOL097C	WRS1	14.1881	14674.445	0.253	0.260	12	8
YOL097W-A		0.3412	24.404	0.354	0.460	4	0
YOL098C		5.9371	5490.242	0.222	0.262	12	6
YOL100W	PKH2	1.4406	244.179	0.289	0.393	10	2
YOL101C	IZH4	1.8667	220.416	0.278	0.392	11	0
YOL102C	TPT1	3.0492	663.365	0.261	0.285	12	3
YOL103W	ITR2	4.7093	1057.624	0.251	0.229	11	3
YOL103W-A		NA	NA	NA	NA	0	0
YOL103W-B		0.2057	22.534	0.399	0.424	1	2
YOL104C	NDJ1	1.0752	105.658	0.295	0.417	10	0
YOL105C	WSC3	2.0374	529.463	0.273	0.259	10	2
YOL107W		2.0494	542.504	0.251	0.297	9	2
YOL108C	INO4	2.5305	491.572	0.250	0.272	13	3
YOL109W	ZEO1	31.4475	14545.730	0.276	0.386	11	7
YOL110W	SHR5	1.9628	402.725	0.266	0.330	12	1
YOL111C	MDY2	6.9568	6134.860	0.251	0.185	11	7
YOL112W	MSB4	2.0740	548.090	0.295	0.331	10	1
YOL113W	SKM1	1.6505	290.529	0.270	0.320	11	3
YOL114C		0.6404	48.282	0.301	0.405	10	0
YOL115W	PAP2	3.2847	1714.030	0.303	0.252	10	5
YOL116W	MSN1	2.2650	347.407	0.267	0.270	12	1
YOL117W	RRI2	1.0751	242.646	0.269	0.317	11	1
YOL119C	MCH4	1.8400	197.925	0.304	0.418	11	1
YOL120C	RPL18A	22.8105	5282.326	0.288	0.367	10	2
YOL121C	RPS19A	41.4360	42822.069	0.277	0.243	9	7
YOL122C	SMF1	2.7227	402.998	0.286	0.419	12	1
YOL123W	HRP1	9.1131	3374.186	0.249	0.355	13	6
YOL124C	TRM11	4.9060	2400.264	0.243	0.229	11	5
YOL125W	TRM13	2.7991	693.008	0.258	0.290	12	4
YOL126C	MDH2	8.1131	6303.732	0.236	0.234	12	5
YOL127W	RPL25	46.2870	28525.580	0.292	0.336	12	7
YOL128C	YGK3	1.7637	275.665	0.258	0.368	11	2
YOL129W	VPS68	8.8964	2507.876	0.237	0.216	13	4
YOL130W	ALR1	4.0104	1165.814	0.260	0.293	11	4
YOL131W		0.1847	10.949	0.331	0.448	6	0
YOL132W	GAS4	0.3723	25.810	0.295	0.460	9	0
YOL133W	HRT1	3.8610	660.084	0.268	0.365	11	1
YOL135C	MED7	2.6136	1480.636	0.267	0.323	11	3
YOL136C	PFK27	2.5592	362.351	0.285	0.362	11	0
YOL137W	BSC6	1.6582	336.684	0.266	0.293	11	2
YOL138C	RTC1	1.7210	414.257	0.277	0.332	12	5
YOL139C	CDC33	28.6135	43878.854	0.272	0.208	13	8
YOL140W	ARG8	2.2672	1115.351	0.312	0.290	10	6
YOL141W	PPM2	1.0902	568.279	0.248	0.225	10	4
YOL142W	RRP40	4.5730	3077.818	0.251	0.218	12	4
YOL143C	RIB4	14.7036	6479.816	0.230	0.246	12	8
YOL144W	NOP8	4.1409	7782.919	0.272	0.245	10	5
YOL145C	CTR9	5.1938	5041.741	0.249	0.229	12	8
YOL146W	PSF3	2.8229	862.836	0.264	0.279	11	3
YOL147C	PEX11	4.3801	1348.057	0.235	0.248	13	5
YOL148C	SPT20	3.2938	1147.180	0.228	0.282	11	3
YOL149W	DCP1	4.4610	2183.131	0.276	0.223	12	5
YOL151W	GRE2	6.8985	4023.156	0.254	0.246	12	6
YOL152W	FRE7	0.9446	120.361	0.285	0.388	11	1
YOL154W	ZPS1	0.9528	124.064	0.283	0.439	10	1
YOL155C	HPF1	2.5435	365.234	0.291	0.337	10	2
YOL155W-A		0.0946	3.213	0.350	0.474	1	0
YOL156W	HXT11	0.3540	26.978	0.326	0.433	8	0
YOL157C	IMA2	0.8100	84.728	0.282	0.409	10	1
YOL158C	ENB1	3.6271	492.687	0.298	0.344	11	1
YOL159C		1.8630	214.636	0.279	0.428	13	0
YOL159C-A		0.5268	81.558	0.339	0.331	4	2
YOL161C	PAU20	0.3445	26.360	0.331	0.481	7	0
YOL162W		0.3641	21.776	0.339	0.385	6	0
YOL163W		0.2953	14.454	0.332	0.444	7	0
YOL164W	BDS1	1.1199	113.465	0.280	0.355	12	0
YOL164W-A		0.1967	9.944	0.388	0.529	3	0
YOL165C	AAD15	0.6691	57.753	0.324	0.473	10	0
